"","ISSUENO","ISSUEDATE","ISSUETIME","VIODESCRIPTION","LOCATIONDESC1"
"599875",465258566,"10/22/12","7:47:00 PM","METER PARKING VIOLATION","1047 N 6TH ST"
"339901",462268402,"6/13/12","2:17:00 AM","NIGHT PARKING","2730 S 14TH ST"
"467419",463647306,"8/17/12","9:55:00 AM","METER PARKING VIOLATION","711 N 16TH ST"
"541493",464921203,"9/22/12","5:27:00 AM","NIGHT PARKING - WRONG SIDE","4254 N 88TH ST"
"313143",462359995,"5/31/12","2:46:00 AM","NIGHT PARKING","2625 S 12TH ST"
"93060",460333086,"2/15/12","5:02:00 AM","NIGHT PARKING - WRONG SIDE","129 W OREGON ST"
"96996",460005884,"2/16/12","3:49:00 AM","NIGHT PARKING - WRONG SIDE","2544 S 65 ST"
"275056",462096740,"5/11/12","4:32:00 AM","NIGHT PARKING","3256 N 94TH ST"
"75573",460021111,"2/7/12","10:34:00 AM","METER PARKING VIOLATION","2215 S KINNICKINNIC AVE"
"264956",462129846,"5/8/12","5:49:00 AM","NIGHT PARKING","2054 N CAMBRIDGE AVE"
"237408",461252621,"4/25/12","5:53:00 AM","NIGHT PARKING - WRONG SIDE","2933 N 25TH ST"
"296036",462271736,"5/22/12","3:08:00 PM","METER PARKING VIOLATION","2927 N OAKLAND AVE"
"27919",459387865,"1/13/12","11:53:00 AM","SNOW PARKING REGULATION 4 + INCHES","1112 E KNAPP ST"
"10925",459350135,"1/6/12","2:29:00 AM","NIGHT PARKING - WRONG SIDE","630 N 24TH ST"
"23774",459194901,"1/11/12","2:32:00 PM","METER PARKING VIOLATION","134 W MICHIGAN ST"
"622376",465213276,"11/1/12","2:53:00 AM","NIGHT PARKING","3151 N 50TH ST"
"340152",462635703,"6/13/12","2:15:00 AM","NIGHT PARKING - WRONG SIDE","3249 S NEW YORK AVE"
"464081",463920354,"8/16/12","2:19:00 AM","NIGHT PARKING","411 E VAN NORMAN AVE"
"318512",462398996,"6/2/12","3:21:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1023 N MARSHALL ST"
"343579",462530585,"6/14/12","4:58:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","4344 N 27TH ST"
"337928",462627255,"6/12/12","8:00:00 PM","METER PARKING VIOLATION","1130 N 6TH ST"
"720118",466539791,"12/19/12","3:16:00 AM","NIGHT PARKING - WINTER RESTRICTED","620 E CENTER ST"
"661704",466094370,"11/21/12","3:30:00 AM","NIGHT PARKING","1441 N FARWELL AVE"
"401236",463305253,"7/14/12","9:32:00 PM","PARKED LESS THAN 15 FEET FROM CROSSWALK","1131 E IRON ST"
"38775",459562961,"1/20/12","5:51:00 AM","PARKING IN EXCESS OF 24 HOURS","2657 N BOOTH ST"
"144079",460609251,"3/8/12","2:17:00 AM","NIGHT PARKING","5921 N 65TH ST"
"264701",461600403,"5/8/12","5:30:00 AM","NIGHT PARKING","4141 S 51ST ST"
"371065",463008906,"6/28/12","1:08:00 PM","METER PARKING VIOLATION","210 E STATE ST"
"729499",466739512,"12/24/12","3:39:00 AM","NIGHT PARKING - WRONG SIDE","1318 S 29TH ST"
"602530",465027614,"10/23/12","10:41:00 AM","METER PARKING VIOLATION","2245 S KINNICKINNIC AVE"
"35282",459557630,"1/18/12","5:00:00 AM","NIGHT PARKING - WRONG SIDE","3838 N 13TH ST"
"57610",459784905,"1/30/12","5:46:00 PM","METER PARKING VIOLATION","1215 N 4TH ST"
"534212",464815002,"9/19/12","4:42:00 AM","NIGHT PARKING - WRONG SIDE","3031 S SUPERIOR ST"
"461139",463908480,"8/15/12","12:03:00 PM","METER PARKING VIOLATION","144 W MICHIGAN ST"
"16411",459039976,"1/9/12","4:17:00 AM","PARKED UNATTENDED HEAVY TRUCK","3819 N 15TH ST"
"384660",462743595,"7/6/12","4:24:00 PM","METER PARKING VIOLATION","2150 N PROSPECT AVE"
"121215",460420262,"2/27/12","1:41:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","724 W WELLS ST"
"634202",465778644,"11/7/12","4:00:00 AM","UNREGISTERED/ IMPROPERLY REGISTERED VEHICLE","2718 W AUER AVE"
"460290",463770425,"8/14/12","2:49:00 AM","NIGHT PARKING","3108 S 49TH ST"
"6096",459038226,"1/4/12","3:12:00 AM","NIGHT PARKING","3333 W MC KINLEY BD"
"493123",464358786,"8/30/12","7:59:00 AM","PARKED WITHIN 10 FEET OF FIRE HYDRANT","6152 W HOWARD AVE"
"569017",465044300,"10/5/12","1:49:00 PM","METER PARKING VIOLATION","825 W HISTORIC MITCHELL ST"
"76177",459940493,"2/7/12","6:48:00 PM","PARKED LESS THAN 15 FEET FROM CROSSWALK","501 W JUNEAU AVE"
"328932",462494104,"6/7/12","2:45:00 AM","NIGHT PARKING - WRONG SIDE","9505 W CONCORDIA AVE"
"516033",464568495,"9/11/12","7:12:00 PM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","829 W JUNEAU AVE"
"42984",459611681,"1/23/12","3:36:00 AM","NIGHT PARKING","2329 N BOOTH ST"
"258280",461706276,"5/4/12","5:47:00 AM","NIGHT PARKING","2835 N 25TH ST"
"287986",462083764,"5/17/12","2:30:00 AM","NIGHT PARKING - WRONG SIDE","2229 N HUBBARD ST"
"330819",462458441,"6/7/12","6:49:00 AM","TOW-AWAY ZONE (BLOCKING TRAFFIC)","1004 S 35TH ST"
"593413",465187483,"10/18/12","3:14:00 AM","NIGHT PARKING","217 E CLARKE ST"
"659412",466082212,"11/20/12","8:38:00 AM","TOW-AWAY ZONE (BLOCKING TRAFFIC)","2026 W LAPHAM ST"
"649897",466058471,"11/14/12","6:56:00 PM","RESIDENTIAL PARKING PROGRAM","3008 N PROSPECT AVE"
"439640",463690183,"8/3/12","1:17:00 AM","PARKED IN CROSSWALK","1956 N PROSPECT AVE"
"130325",460576933,"3/2/12","4:55:00 AM","NIGHT PARKING","3269 N 25TH ST"
"172015",460992685,"3/22/12","4:38:00 AM","NIGHT PARKING - WRONG SIDE","3106 N PALMER ST"
"663245",465941626,"11/21/12","2:05:00 AM","NIGHT PARKING - WRONG SIDE","3405 S 8TH ST"
"268418",462053082,"5/9/12","4:48:00 AM","NIGHT PARKING","4880 N 25TH ST"
"90148",460002760,"2/13/12","3:03:00 AM","NIGHT PARKING","2348 N BUFFUM ST"
"482408",463975890,"8/25/12","3:15:00 AM","NIGHT PARKING - WRONG SIDE","2421 N 56TH ST"
"70573",459969112,"2/3/12","10:08:00 PM","METER PARKING VIOLATION","1710 N ARLINGTON PL"
"147612",460901000,"3/10/12","5:01:00 AM","NIGHT PARKING","3013 N DOWNER AVE"
"725960",466546426,"12/21/12","10:16:00 AM","PARKED LESS THAN 15 FEET FROM CROSSWALK","8900 W WISCONSIN AVE"
"481925",463410765,"8/24/12","3:28:00 AM","NIGHT PARKING","9403 W GOODRICH AVE"
"448940",463950325,"8/8/12","5:45:00 AM","NIGHT PARKING","1509 S 8TH ST"
"631663",465704724,"11/6/12","2:55:00 AM","NIGHT PARKING - WRONG SIDE","1232 S 32ND ST"
"297567",462175350,"5/22/12","5:19:00 AM","NIGHT PARKING","2469 N FRATNEY ST"
"419342",463251051,"7/25/12","4:41:00 AM","NIGHT PARKING - WRONG SIDE","6967 N 84TH ST"
"43221",459651382,"1/23/12","3:19:00 AM","NIGHT PARKING","3818 N 40TH ST"
"231945",460641171,"4/23/12","4:28:00 AM","NIGHT PARKING - WRONG SIDE","3149 S 39TH ST"
"304403",462031183,"5/25/12","2:54:00 AM","NIGHT PARKING - WRONG SIDE","3409 W JUNEAU AVE"
"511404",464609456,"9/8/12","3:21:00 AM","NIGHT PARKING","2907 N FREDERICK AVE"
"180200",461049514,"3/27/12","4:54:00 AM","NIGHT PARKING - WRONG SIDE","1729 S PEARL ST"
"352042",462639741,"6/19/12","3:42:00 AM","NIGHT PARKING - WRONG SIDE","3605 W KILEY AVE"
"394555",462899566,"7/11/12","2:38:00 AM","NIGHT PARKING","2505 N BREMEN ST"
"430611",463597676,"7/31/12","5:48:00 AM","NIGHT PARKING - WRONG SIDE","3279 N 81ST ST"
"296134",461974516,"5/22/12","2:07:00 AM","NIGHT PARKING - WRONG SIDE","3504 W GRANT ST"
"305476",461884964,"5/25/12","7:19:00 PM","METER PARKING VIOLATION","1547 N FARWELL AVE"
"597686",465340665,"10/19/12","8:17:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","1956 W POTAWATOMI CR"
"291328",462104624,"5/18/12","1:38:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1721 N KANE PL"
"342171",462525906,"6/13/12","12:14:00 PM","METER PARKING VIOLATION","203 E CHICAGO ST"
"80852",460092931,"2/9/12","4:52:00 AM","NIGHT PARKING","4002 S 2ND ST"
"659273",466040396,"11/20/12","5:40:00 PM","METER PARKING VIOLATION","222 E HIGHLAND AV"
"740068",662739523,"12/29/12","10:50:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","2632 N 45TH ST"
"123233",460557241,"2/28/12","1:16:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","2829 W OKLAHOMA AVE"
"687125",466314494,"12/4/12","3:50:00 AM","NIGHT PARKING","4421 N 76TH ST"
"591870",464683181,"10/17/12","12:40:00 PM","METER PARKING VIOLATION","308 E BUFFALO ST"
"9898",459232981,"1/5/12","5:31:00 AM","NIGHT PARKING","2342 N 48TH ST"
"625641",465701040,"11/2/12","8:55:00 AM","PARKED IN SCHOOL ZONE","7625 W CONGRESS ST"
"378099",462631794,"7/2/12","4:09:00 AM","NIGHT PARKING","1846 N CAMBRIDGE AVE"
"308412",662424980,"5/27/12","9:07:00 PM","OBSTRUCTING BUS LOADING ZONE","608 W NORTH AVE"
"291389",462036923,"5/18/12","4:37:00 AM","NIGHT PARKING - WRONG SIDE","1724 N 49TH ST"
"496972",464292264,"9/1/12","2:40:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","727 N 13TH ST"
"398785",462706580,"7/13/12","5:43:00 AM","NIGHT PARKING","1905 S 30TH ST"
"47889",458056675,"1/25/12","11:19:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","2947 N 40TH ST"
"655997",465925342,"11/17/12","3:11:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","710 N MILWAUKEE ST"
"200593",461035713,"4/5/12","11:38:00 AM","METER PARKING VIOLATION","1133 N 8TH ST"
"145576",460686671,"3/9/12","2:25:00 AM","NIGHT PARKING - WRONG SIDE","2513 W VLIET ST"
"242196",461508084,"4/27/12","1:33:00 AM","PARKED WITHIN 4 FEET OF DRIVE OR ALLEY","2715 N FREDERICK AVE"
"81764",459942630,"2/9/12","3:42:00 PM","PARKED IN EXCESS OF 1 HOUR PROHIBITED","1711 E KENWOOD BLVD"
"87761",459909866,"2/11/12","10:53:00 PM","TOW-AWAY ZONE (BLOCKING TRAFFIC)","1515 RO S 15TH ST"
"586362",465360335,"10/15/12","10:03:00 AM","PARKED IN CROSSWALK","3035 N FARWELL AVE"
"15134",661773582,"1/7/12","1:39:00 PM","PARKED WRONG DIRECTION","243 W STATE"
"388338",463049576,"7/9/12","4:17:00 PM","METER PARKING VIOLATION","2231 E NORTH AVE"
"427958",463363902,"7/30/12","10:13:00 PM","PARKED LESS THAN 15 FEET FROM CROSSWALK","1750 N ASTOR ST"
"256829",461579801,"5/3/12","2:34:00 AM","NIGHT PARKING","3276 S 8TH ST"
"58165",459796470,"1/30/12","1:34:00 PM","METER PARKING VIOLATION","620 N 4TH ST"
"436369",463844684,"8/2/12","3:43:00 AM","NIGHT PARKING","3207 N BARTLETT AVE"
"465411",463992944,"8/16/12","9:06:00 AM","METER PARKING VIOLATION","610 E STATE ST"
"54401",459757955,"1/27/12","9:56:00 PM","FAILURE TO PARK IN DEFINED ANGLE SPACE","1711 N WARREN AVE"
"67379",459846505,"2/2/12","2:00:00 AM","NIGHT PARKING - WINTER RESTRICTED","8225 W VILLARD AVE"
"665968",466056850,"11/24/12","2:54:00 AM","NIGHT PARKING - WRONG SIDE","3034 S 15TH PL"
"102473",460454470,"2/18/12","5:37:00 AM","NIGHT PARKING - WRONG SIDE","920 N VAN BUREN ST"
"193263",662546931,"4/2/12","4:00:00 AM","NIGHT PARKING - WRONG SIDE","2320 N 48TH ST"
"716351",466660946,"12/17/12","12:39:00 PM","METER PARKING VIOLATION","314 E KILBOURN AVE"
"345578",462868173,"6/15/12","1:15:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","904 E KILBOURN AVE"
"215301",461223571,"4/13/12","12:10:00 PM","METER PARKING VIOLATION","2320 N FARWELL AVE"
"651891",465998050,"11/15/12","8:08:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","5401 W BLUE MOUND RD"
"122526",460368521,"2/28/12","5:46:00 AM","NIGHT PARKING - WINTER RESTRICTED","2039 W NATIONAL AVE"
"139158",460363385,"3/7/12","2:10:00 AM","NIGHT PARKING","4168 N 39TH ST"
"627643",465615054,"11/3/12","4:32:00 AM","NIGHT PARKING","3536 N 54TH ST"
"78319",459994290,"2/8/12","4:06:00 AM","NIGHT PARKING - WRONG SIDE","2638 W MEDFORD AVE"
"365809",462704690,"6/26/12","11:08:00 AM","UNIDENTIFIED OWNER","1352 N 36TH ST"
"699221",466359784,"12/9/12","6:13:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","2302 W ROGERS ST"
"171387",460966634,"3/22/12","2:33:00 PM","METER PARKING VIOLATION","1413 W WELLS ST"
"46709",459573063,"1/24/12","4:23:00 AM","NIGHT PARKING","5177 N 72ND ST"
"506423",464035331,"9/6/12","4:14:00 AM","NIGHT PARKING","1616 N JACKSON ST"
"580932",465238281,"10/11/12","2:21:00 AM","NIGHT PARKING - WRONG SIDE","955 W DAKOTA ST"
"405315",463111880,"7/17/12","12:37:00 PM","PARKED IN CROSSWALK","3030 N 49TH ST"
"519562",464570923,"9/12/12","2:04:00 PM","PARKED IN EXCESS OF 1 HOUR PROHIBITED","2219 E KENILWORTH PL"
"613655",465641094,"10/29/12","5:02:00 AM","NIGHT PARKING - WRONG SIDE","731 N 21ST ST"
"392011",463342600,"7/10/12","4:38:00 AM","NIGHT PARKING","9635 W MORGAN AVE"
"265923",462106326,"5/8/12","5:15:00 AM","NIGHT PARKING","2803 N 45TH ST"
"102443",460200786,"2/18/12","3:31:00 AM","NIGHT PARKING - WINTER RESTRICTED","3316 W GREENFIELD AVE"
"629787",465617950,"11/5/12","10:01:00 AM","PARKED IN EXCESS OF 1 HOUR PROHIBITED","819 W JUNEAU AVE"
"461923",463841335,"8/15/12","3:30:00 PM","METER PARKING VIOLATION","321 E MENOMONEE ST"
"39220",459636181,"1/20/12","4:43:00 AM","NIGHT PARKING - WRONG SIDE","1308 W HOLT AVE"
"434017",463695643,"8/1/12","12:36:00 PM","METER PARKING VIOLATION","3525 W BURLEIGH ST"
"371355",462613126,"6/28/12","11:11:00 AM","PARKED IN EXCESS OF 1/2 HOUR PROHIBITED","3205 N HACKETT AVE"
"160450",461009485,"3/16/12","2:26:00 AM","NIGHT PARKING","2523 N PROSPECT AVE"
"732158",466592895,"12/25/12","10:49:00 PM","PARKED IN TAXICAB STAND","1213 WATER ST"
"209705",461103941,"4/10/12","2:28:00 AM","NIGHT PARKING","2055 S ALLIS ST"
"97356",460063995,"2/16/12","1:24:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","2712 N FRATNEY ST"
"96470",460356120,"2/16/12","3:06:00 AM","NIGHT PARKING - WRONG SIDE","1720 E THOMAS AVE"
"501191",464367271,"9/5/12","4:57:00 AM","NIGHT PARKING","2872 N 44TH ST"
"475828",464110883,"8/22/12","2:44:00 AM","NIGHT PARKING","3137 S ADAMS AVE"
"621778",465712111,"11/1/12","5:49:00 PM","METER PARKING VIOLATION","1216 N 10TH ST"
"666808",466050524,"11/24/12","4:31:00 AM","NIGHT PARKING - WRONG SIDE","3636 W ROGERS ST"
"484329",463931193,"8/26/12","3:47:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","2015 N HI MOUNT BLVD"
"724014",466643015,"12/20/12","3:53:00 AM","NIGHT PARKING - WRONG SIDE","1602 S UNION ST"
"220035",461299941,"4/16/12","2:52:00 AM","NIGHT PARKING - WRONG SIDE","11122 W FLORIST AVE"
"290284",462177866,"5/18/12","5:34:00 AM","NIGHT PARKING","2121 S 30 ST"
"211761",461258420,"4/11/12","9:30:00 AM","PARKED WITHIN 4 FEET OF DRIVE OR ALLEY","9203 W WISCONSIN AVE"
"69895",458445072,"2/3/12","3:16:00 AM","NIGHT PARKING - WRONG SIDE","2921 W ROGERS ST"
"205172",461345426,"4/7/12","4:21:00 AM","NIGHT PARKING - WRONG SIDE","5365 W LEON TR"
"688935",466191773,"12/5/12","2:52:00 AM","NIGHT PARKING - WINTER RESTRICTED","9924 W APPLETON AVE"
"207112",461370663,"4/9/12","3:01:00 PM","PARKED IN LOADING ZONE","712 N BROADWAY"
"377443",462990824,"7/2/12","12:27:00 PM","METER PARKING VIOLATION","322 N WATER ST"
"208786",461410342,"4/10/12","2:22:00 AM","NIGHT PARKING - WRONG SIDE","2920 W ROGERS ST"
"76806",459829285,"2/7/12","4:23:00 AM","NIGHT PARKING","2109 N 45TH ST"
"707067",466598016,"12/12/12","7:39:00 AM","PARKED IN SCHOOL ZONE","1305 N MARSHALL ST"
"413411",463445076,"7/21/12","3:38:00 AM","NIGHT PARKING","3104 N 13TH ST"
"219415",461559372,"4/16/12","3:11:00 PM","METER PARKING VIOLATION","829 N BROADWAY"
"433277",463509314,"8/1/12","1:44:00 PM","PARKED IN CROSSWALK","3035 N FARWELL AVE"
"254286",461926032,"5/3/12","5:34:00 AM","NIGHT PARKING","626 W HADLEY ST"
"409911",463212886,"7/19/12","5:27:00 PM","PARKED WITHIN 4 FEET OF DRIVE OR ALLEY","1626 N PROSPECT AVE"
"475045",464246672,"8/22/12","2:54:00 AM","NIGHT PARKING","2408 E PARK PL"
"438868",463711150,"8/3/12","3:35:00 AM","NIGHT PARKING - WRONG SIDE","137 S BARCLAY ST"
"294839",462135181,"5/21/12","3:26:00 AM","NIGHT PARKING - WRONG SIDE","3321 N HOLTON ST"
"464365",463841604,"8/16/12","2:39:00 AM","NIGHT PARKING","1011 S 10TH ST"
"454823",463621196,"8/11/12","3:13:00 AM","NIGHT PARKING - WRONG SIDE","311 E ERIE ST"
"106785",460410720,"2/21/12","1:53:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1603 E WINDSOR PL"
"565063",464209266,"10/3/12","2:03:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1638 S 11TH ST"
"141937",460837473,"3/8/12","4:05:00 AM","NIGHT PARKING","1807 E LINNWOOD AVE"
"414127",463444682,"7/21/12","2:07:00 AM","NIGHT PARKING - WRONG SIDE","3849 N 12TH ST"
"221826",461387286,"4/17/12","12:03:00 PM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","4824 W CHAMBERS ST"
"169283",460724316,"3/21/12","12:17:00 PM","METER PARKING VIOLATION","826 N OLD WORLD THIRD ST"
"660665",465974154,"11/20/12","2:09:00 AM","NIGHT PARKING","7451 W GLENBROOK DR"
"544821",464741491,"9/24/12","2:16:00 AM","NIGHT PARKING - WRONG SIDE","1124 S 22ND ST"
"640227",465658524,"11/9/12","2:35:00 AM","NIGHT PARKING","4412 N 14TH ST"
"69765",459907490,"2/3/12","5:43:00 AM","NIGHT PARKING","3138 N 16TH ST"
"528948",464533753,"9/17/12","3:23:00 AM","NIGHT PARKING","3444 S 9TH ST"
"187091",461209405,"3/30/12","4:20:00 AM","NIGHT PARKING - WRONG SIDE","710 N 51ST ST"
"713688",466563580,"12/15/12","2:14:00 PM","METER PARKING VIOLATION","1915 E NORTH AVE"
"370457",463142116,"6/28/12","4:42:00 PM","METER PARKING VIOLATION","305 W HIGHLAND AV"
"3938",459133275,"1/4/12","4:39:00 AM","NIGHT PARKING","1411 W FIEBRANTZ ST"
"655377",466055030,"11/16/12","11:48:00 AM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1026 E STATE ST"
"335431",462661894,"6/10/12","1:50:00 PM","PARKED LESS THAN 15 FEET FROM CROSSWALK","901 S 3RD ST"
"457326",463486940,"8/13/12","4:16:00 AM","NIGHT PARKING","2908 W HOWARD AVE"
"686646",466360156,"12/4/12","4:36:00 AM","NIGHT PARKING - WINTER RESTRICTED","622 E CENTER ST"
"52945",459711324,"1/27/12","2:52:00 AM","NIGHT PARKING","4140 N 15TH ST"
"497002",464452052,"9/1/12","3:01:00 PM","PARKED IN PUBLIC PROPERTY, NO PERMIT","4561 W FOND DU LAC AVE"
"435269",463380886,"8/2/12","3:56:00 PM","PARKED LESS THAN 15 FEET FROM CROSSWALK","7202 W MAIN ST"
"400796",463462355,"7/14/12","3:58:00 AM","NIGHT PARKING - WRONG SIDE","110 N 71TH ST"
"121311",460367666,"2/27/12","4:51:00 PM","METER PARKING VIOLATION","2615 N DOWNER AVE"
"239764",461644606,"4/26/12","1:57:00 PM","METER PARKING VIOLATION","144 W MICHIGAN ST"
"435014",463301101,"8/2/12","4:59:00 AM","NIGHT PARKING - WRONG SIDE","4006 W MEINECKE AVE"
"713116",466495993,"12/14/12","4:00:00 AM","NIGHT PARKING","818 E BRADY ST"
"213061",461259411,"4/12/12","2:52:00 PM","METER PARKING VIOLATION","721 N 12TH ST"
"74425",459874542,"2/6/12","4:21:00 AM","NIGHT PARKING - WRONG SIDE","704 N 32 ST"
"313341",461481801,"5/31/12","3:03:00 AM","NIGHT PARKING","1526 N ASTOR ST"
"515417",464590136,"9/11/12","3:33:00 AM","NIGHT PARKING","2804 S ELLEN ST"
"366376",462978176,"6/26/12","2:24:00 AM","NIGHT PARKING - WRONG SIDE","1346 N 8TH ST"
"57952",459796271,"1/30/12","12:26:00 PM","METER PARKING VIOLATION","808 N OLD WORLD THIRD ST"
"48494",459837836,"1/25/12","7:42:00 AM","RESIDENTIAL PARKING PROGRAM","1922 E LINNWOOD AVE"
"637602",465730016,"11/8/12","2:28:00 AM","NIGHT PARKING - WRONG SIDE","2314 E MORGAN AVE"
"244714",461590301,"4/28/12","2:40:00 AM","NIGHT PARKING - WRONG SIDE","8930 N 86TH ST"
"138215",460564370,"3/6/12","1:14:00 PM","METER PARKING VIOLATION","133 E HIGHLAND AV"
"133111",460505371,"3/3/12","12:13:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","312 E BUFFALO ST"
"404090",463261816,"7/17/12","12:31:00 PM","METER PARKING VIOLATION","425  E CHICAGO ST"
"330396",462567070,"6/7/12","4:35:00 AM","NIGHT PARKING","2753 N 11TH LN"
"80206",460012814,"2/8/12","3:54:00 PM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1808 W WISCONSIN AVE"
"102499",460201416,"2/18/12","5:47:00 AM","NIGHT PARKING - WRONG SIDE","728 S 23RD ST"
"343527",462773006,"6/14/12","5:23:00 AM","NIGHT PARKING","2809 N MURRAY AVE"
"390275",463130080,"7/10/12","5:25:00 AM","NIGHT PARKING","2106 S 5TH PL"
"368731",463033830,"6/27/12","2:19:00 AM","NIGHT PARKING - WRONG SIDE","5467 N 35TH ST"
"505246",464459306,"9/6/12","4:49:00 AM","NIGHT PARKING - WRONG SIDE","714 S 2ND ST"
"308574",662603480,"5/28/12","3:56:00 AM","PARKED POSTED PRIVATE PROPERTY","717 W SOMERS ST (LOT)"
"588250",464817113,"10/16/12","3:11:00 PM","METER PARKING VIOLATION","1200 W VLIET ST"
"86533",459911196,"2/11/12","8:54:00 AM","METER PARKING VIOLATION","1660 N FARWELL AVE"
"34612",459574474,"1/18/12","2:00:00 PM","METER PARKING VIOLATION","3620 W NATIONAL AVE"
"198145",461287960,"4/4/12","11:56:00 AM","PARKED IN EXCESS OF 2 HOURS PROHIBITED","930 N ASTOR ST"
"717203",662723902,"12/17/12","1:42:00 AM","PARKING PROHIBITED BY OFFICIAL SIGN","1843 N 30TH"
"514047",464427596,"9/10/12","8:19:00 PM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","624 N 53RD ST"
"711051",466600201,"12/14/12","8:44:00 AM","METER PARKING VIOLATION","1109 N MILWAUKEE ST"
"553983",464843363,"9/28/12","8:41:00 AM","METER PARKING VIOLATION","231 W MICHIGAN ST"
"121688",460506465,"2/28/12","5:22:00 AM","NIGHT PARKING","2433 N 49TH ST"
"643487",465837643,"11/12/12","4:03:00 AM","NIGHT PARKING - WRONG SIDE","4344 N 70TH ST"
"742823",466904314,"12/31/12","5:35:00 AM","NIGHT PARKING - WRONG SIDE","1229 S 24TH ST"
"481089",463581436,"8/24/12","1:53:00 PM","METER PARKING VIOLATION","1937 N FARWELL AVE"
"666680",466041085,"11/24/12","11:51:00 AM","METER PARKING VIOLATION","2022 E IVANHOE PL"
"373136",463009481,"6/29/12","2:58:00 AM","NIGHT PARKING","1702 S 29TH ST"
"30657",459669766,"1/14/12","5:00:00 AM","NIGHT PARKING","2969 N OAKLAND AVE"
"690478",466256070,"12/5/12","11:11:00 AM","METER PARKING VIOLATION","1110 N 8TH ST"
"640035",465814370,"11/9/12","5:03:00 AM","NIGHT PARKING - WRONG SIDE","827 W HADLEY ST"
"192660",460728100,"4/2/12","2:25:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","3279 S 16TH ST"
"3887",459242420,"1/4/12","5:03:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","1305 W WISCONSIN AVE"
"264341",462016170,"5/7/12","9:42:00 PM","UNREGISTERED/ IMPROPERLY REGISTERED VEHICLE","2442 N 18 ST"
"116333",460436804,"2/24/12","12:14:00 PM","SNOW PARKING REGULATION 4 + INCHES","1323 E HARRISON ST"
"348648",462884402,"6/16/12","5:44:00 AM","NIGHT PARKING","4239 N 68TH ST"
"546554",464724105,"9/25/12","7:50:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","3218 N 41ST ST"
"136345",460423670,"3/6/12","1:01:00 AM","PARKED LESS THAN 15 FEET FROM CROSSWALK","1331 W ORCHARD ST"
"15163",459326921,"1/7/12","7:42:00 AM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","5460 N 68TH ST"
"629580",465650124,"11/5/12","12:49:00 PM","METER PARKING VIOLATION","205 E ST PAUL AV"
"191030",461220815,"3/31/12","12:11:00 PM","PARKING IN HANDICAPPED AREA","5800 W FIEBRANTZ LOT"
"60662",459781254,"1/31/12","7:44:00 PM","PARKING PROHIBITED BY OFFICIAL SIGN","2708 E HAMPSHIRE ST"
"457719",463803196,"8/13/12","3:55:00 AM","NIGHT PARKING","2674  S 9TH ST"
"319241",462461355,"6/2/12","5:13:00 AM","NIGHT PARKING","2066 S 15TH PL"
"18155",459251111,"1/9/12","4:05:00 AM","NIGHT PARKING - WINTER RESTRICTED","4038 N 92ND ST"
"503025",464294666,"9/5/12","12:18:00 PM","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","2840 N CRAMER ST"
"305280",462207642,"5/25/12","5:39:00 AM","NIGHT PARKING","6026 N 42ND ST"
"1587",458936660,"1/3/12","2:16:00 AM","NIGHT PARKING","2850 S 34TH ST"
"396705",463014904,"7/12/12","4:30:00 AM","NIGHT PARKING - WRONG SIDE","2450 S SUPERIOR ST"
"734085",466844976,"12/27/12","11:24:00 AM","PARKED IN LOADING ZONE","218 N WATER ST"
